gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site
POMT1	46.0	5.0	1.0	0.0	0.0	30.0	1.0	0.0	7.0	2.0
COX20	13.0	0.0	0.0	1.0	0.0	10.0	0.0	1.0	1.0	0.0
MYH7B	208.0	8.0	0.0	2.0	0.0	184.0	7.0	0.0	7.0	0.0
RPAP2	49.0	1.0	0.0	1.0	0.0	40.0	4.0	0.0	3.0	0.0
AMBN	73.0	2.0	0.0	0.0	0.0	69.0	0.0	1.0	1.0	0.0
RGS6	100.0	4.0	1.0	0.0	0.0	88.0	4.0	1.0	2.0	0.0
SAV1	38.0	4.0	1.0	0.0	1.0	24.0	8.0	0.0	0.0	0.0
PITPNM3	89.0	4.0	2.0	0.0	0.0	76.0	5.0	0.0	2.0	0.0
SLURP1	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
NBPF9	53.0	1.0	0.0	0.0	0.0	44.0	7.0	0.0	1.0	0.0
GHRHR	34.0	0.0	0.0	0.0	0.0	27.0	3.0	0.0	4.0	0.0
ZKSCAN2	103.0	1.0	1.0	4.0	0.0	87.0	9.0	0.0	1.0	0.0
TOB2	25.0	4.0	0.0	1.0	0.0	19.0	1.0	0.0	0.0	0.0
TUT4	151.0	8.0	0.0	1.0	0.0	126.0	9.0	0.0	7.0	0.0
NDUFS8	24.0	0.0	0.0	0.0	0.0	22.0	1.0	0.0	1.0	0.0
MRPL42	15.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
GINS2	14.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
PRADC1	16.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
SKOR1	68.0	1.0	0.0	0.0	0.0	64.0	3.0	0.0	0.0	0.0
FXYD6	10.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	2.0	0.0
DKKL1	37.0	2.0	0.0	0.0	1.0	31.0	3.0	0.0	0.0	0.0
KCNQ5	192.0	2.0	1.0	1.0	0.0	172.0	13.0	0.0	3.0	0.0
GOLGA8B	5.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
TET1	248.0	12.0	5.0	1.0	0.0	203.0	22.0	0.0	5.0	0.0
PRKN	99.0	2.0	2.0	0.0	0.0	85.0	6.0	0.0	4.0	0.0
OR6K3	103.0	1.0	0.0	0.0	0.0	98.0	3.0	0.0	0.0	1.0
HID1	71.0	0.0	1.0	0.0	0.0	60.0	6.0	0.0	4.0	0.0
C15ORF41	27.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	1.0	0.0
GUK1	20.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	4.0	0.0
KRTAP13-3	33.0	1.0	0.0	0.0	0.0	31.0	1.0	0.0	0.0	0.0
PC	133.0	2.0	3.0	3.0	0.0	118.0	5.0	0.0	2.0	0.0
HIBADH	20.0	0.0	1.0	0.0	0.0	18.0	0.0	1.0	0.0	0.0
SLC9B1	64.0	3.0	0.0	0.0	0.0	55.0	5.0	0.0	1.0	0.0
IGHD6-13	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
ITGAE	117.0	2.0	3.0	0.0	0.0	103.0	8.0	0.0	1.0	0.0
SLC17A1	64.0	0.0	2.0	0.0	0.0	54.0	3.0	0.0	5.0	0.0
MYOZ3	27.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
NF1	572.0	84.0	28.0	5.0	0.0	246.0	142.0	0.0	67.0	0.0
TLR2	76.0	2.0	1.0	0.0	0.0	69.0	4.0	0.0	0.0	0.0
CT45A1	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0
NFATC1	107.0	2.0	1.0	0.0	0.0	100.0	2.0	0.0	2.0	0.0
OFCC1	15.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	2.0	0.0
TSPO	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
TMED7	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
KCNJ8	76.0	0.0	0.0	1.0	0.0	68.0	6.0	0.0	1.0	0.0
EFHD2	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0
TRIT1	42.0	2.0	0.0	0.0	0.0	37.0	2.0	0.0	1.0	0.0
TXNDC8	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
PPP1R12A	73.0	2.0	2.0	0.0	0.0	63.0	3.0	1.0	2.0	0.0
CDK5	31.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
MS4A15	25.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	3.0	0.0
OR2AE1	31.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	0.0	0.0
KRTAP4-4	19.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0
POR	64.0	3.0	1.0	0.0	0.0	58.0	2.0	0.0	0.0	0.0
TMEM215	35.0	0.0	0.0	0.0	0.0	34.0	1.0	0.0	0.0	0.0
PPIL2	42.0	0.0	0.0	2.0	0.0	36.0	2.0	0.0	2.0	0.0
AFF3	197.0	10.0	3.0	1.0	0.0	170.0	11.0	0.0	2.0	0.0
TPD52	27.0	1.0	0.0	3.0	0.0	13.0	7.0	0.0	3.0	0.0
BOLA1	28.0	0.0	2.0	1.0	0.0	23.0	2.0	0.0	0.0	0.0
LELP1	31.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	0.0	0.0
FBXO9	31.0	2.0	0.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0
NDUFAF8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EIF4EBP1	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
MORC2	89.0	3.0	1.0	0.0	0.0	79.0	5.0	0.0	1.0	0.0
PHYH	37.0	1.0	1.0	1.0	0.0	30.0	3.0	0.0	1.0	0.0
LYPD8	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CEBPD	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
ABCB8	86.0	2.0	0.0	1.0	0.0	77.0	4.0	0.0	2.0	0.0
HSPA14	37.0	3.0	1.0	0.0	0.0	29.0	3.0	0.0	1.0	0.0
ZNF574	79.0	2.0	1.0	0.0	0.0	69.0	7.0	0.0	0.0	0.0
NOL9	50.0	0.0	0.0	0.0	0.0	43.0	3.0	1.0	3.0	0.0
RPS13	15.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	2.0	0.0
NSMCE1	21.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0
GORASP2	41.0	0.0	0.0	0.0	1.0	35.0	2.0	0.0	3.0	0.0
ANXA3	36.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	0.0
AKAP8L	58.0	3.0	0.0	1.0	0.0	51.0	1.0	0.0	2.0	0.0
DBF4	61.0	7.0	5.0	1.0	0.0	45.0	2.0	0.0	1.0	0.0
OR9K2	56.0	5.0	0.0	0.0	0.0	47.0	3.0	1.0	0.0	0.0
KRT8	48.0	0.0	0.0	1.0	0.0	43.0	3.0	0.0	0.0	1.0
RAB30	20.0	1.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	1.0
COPA	126.0	9.0	0.0	2.0	0.0	99.0	8.0	0.0	8.0	0.0
BYSL	27.0	0.0	1.0	0.0	0.0	22.0	4.0	0.0	0.0	0.0
MAP2K7	63.0	2.0	2.0	1.0	0.0	51.0	4.0	0.0	3.0	0.0
SSMEM1	36.0	1.0	1.0	0.0	0.0	31.0	2.0	0.0	1.0	0.0
F8A1	8.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
CNDP2	51.0	3.0	0.0	1.0	0.0	43.0	2.0	0.0	2.0	0.0
TRGJ2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CDSN	51.0	1.0	1.0	0.0	0.0	46.0	3.0	0.0	0.0	0.0
COL11A1	689.0	20.0	2.0	1.0	0.0	575.0	47.0	1.0	43.0	0.0
CACNA1B	284.0	3.0	2.0	0.0	0.0	258.0	10.0	0.0	11.0	0.0
ABCD4	58.0	1.0	3.0	0.0	0.0	44.0	8.0	0.0	2.0	0.0
GAS2L2	115.0	11.0	0.0	0.0	0.0	99.0	5.0	0.0	0.0	0.0
MCHR1	44.0	2.0	0.0	0.0	0.0	41.0	1.0	0.0	0.0	0.0
QRICH2	128.0	3.0	0.0	1.0	0.0	112.0	11.0	0.0	1.0	0.0
KRTAP9-4	16.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0
CENPW	9.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0
HYAL1	27.0	0.0	0.0	0.0	0.0	23.0	3.0	0.0	0.0	1.0
ZNF454	85.0	2.0	0.0	0.0	0.0	73.0	9.0	0.0	1.0	0.0
GOPC	41.0	2.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
WNT16	38.0	3.0	0.0	0.0	0.0	31.0	3.0	0.0	1.0	0.0
TBXT	75.0	1.0	0.0	0.0	0.0	71.0	1.0	0.0	1.0	1.0
CAB39	26.0	0.0	1.0	0.0	0.0	22.0	3.0	0.0	0.0	0.0
KLK1	40.0	4.0	1.0	0.0	0.0	32.0	3.0	0.0	0.0	0.0
FAS	42.0	6.0	1.0	0.0	0.0	31.0	0.0	0.0	4.0	0.0
FAM167A-AS1	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
TRBV5-5	34.0	1.0	0.0	0.0	0.0	30.0	3.0	0.0	0.0	0.0
FBXL5	51.0	2.0	1.0	0.0	0.0	42.0	2.0	0.0	4.0	0.0
SLC15A1	90.0	4.0	1.0	1.0	0.0	70.0	5.0	0.0	9.0	0.0
LY6G6C	9.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
PRR21	25.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
ASB17	55.0	3.0	0.0	0.0	0.0	49.0	3.0	0.0	0.0	0.0
PJA1	86.0	1.0	1.0	0.0	0.0	76.0	7.0	0.0	0.0	1.0
IGSF5	57.0	1.0	0.0	0.0	0.0	48.0	4.0	0.0	4.0	0.0
AASDHPPT	38.0	1.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	1.0
TUBAL3	51.0	0.0	0.0	0.0	0.0	47.0	3.0	0.0	0.0	1.0
MOCOS	77.0	2.0	1.0	0.0	0.0	70.0	2.0	0.0	2.0	0.0
SNRNP200	155.0	6.0	0.0	2.0	0.0	138.0	5.0	0.0	3.0	1.0
RAB25	22.0	2.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
ZNF543	81.0	3.0	0.0	1.0	0.0	72.0	4.0	0.0	1.0	0.0
ASAH2	63.0	2.0	0.0	0.0	0.0	57.0	2.0	0.0	2.0	0.0
MPP5	50.0	2.0	2.0	0.0	0.0	40.0	5.0	0.0	1.0	0.0
SCN1A	428.0	6.0	2.0	2.0	0.0	374.0	33.0	0.0	11.0	0.0
IGHV3-73	14.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0
COLQ	58.0	3.0	1.0	0.0	0.0	47.0	5.0	0.0	2.0	0.0
VCAM1	150.0	5.0	1.0	2.0	0.0	137.0	3.0	1.0	1.0	0.0
EIF2B5	49.0	0.0	0.0	0.0	0.0	41.0	4.0	0.0	4.0	0.0
GALNT2	68.0	1.0	0.0	0.0	0.0	61.0	4.0	0.0	2.0	0.0
OTUB2	22.0	0.0	0.0	1.0	0.0	16.0	3.0	0.0	2.0	0.0
ZNF812P	77.0	1.0	0.0	0.0	0.0	72.0	3.0	0.0	1.0	0.0
SLC45A3	48.0	2.0	0.0	0.0	0.0	43.0	2.0	0.0	1.0	0.0
SPESP1	42.0	3.0	1.0	0.0	0.0	37.0	1.0	0.0	0.0	0.0
C11ORF71	15.0	0.0	0.0	0.0	0.0	11.0	3.0	1.0	0.0	0.0
TRAPPC6B	16.0	1.0	0.0	0.0	0.0	6.0	2.0	0.0	7.0	0.0
ARNT	67.0	4.0	0.0	0.0	0.0	50.0	6.0	0.0	7.0	0.0
HIST1H2AL	23.0	4.0	0.0	1.0	0.0	18.0	0.0	0.0	0.0	0.0
MYBPC1	161.0	2.0	0.0	0.0	0.0	141.0	10.0	0.0	7.0	1.0
MTO1	55.0	0.0	1.0	1.0	0.0	42.0	7.0	0.0	4.0	0.0
TNFRSF9	39.0	3.0	0.0	0.0	1.0	30.0	2.0	0.0	3.0	0.0
MFSD14C	9.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0
ALX1	68.0	0.0	0.0	0.0	0.0	61.0	6.0	0.0	1.0	0.0
NCAM1	149.0	5.0	3.0	0.0	1.0	126.0	14.0	0.0	0.0	0.0
C1ORF35	21.0	1.0	1.0	3.0	0.0	15.0	0.0	0.0	1.0	0.0
NRSN1	6.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
ATAT1	20.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	2.0	1.0
TCP10L	22.0	3.0	2.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0
ECM2	57.0	4.0	0.0	1.0	0.0	47.0	5.0	0.0	0.0	0.0
OAZ2	8.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
HMCN2	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
NDUFB8	18.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0
KLK12	27.0	0.0	1.0	0.0	0.0	25.0	1.0	0.0	0.0	0.0
ZNF557	53.0	2.0	0.0	0.0	0.0	46.0	5.0	0.0	0.0	0.0
ZNF786	92.0	3.0	0.0	1.0	0.0	78.0	5.0	1.0	4.0	0.0
MT1A	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
NOS1	323.0	7.0	3.0	0.0	0.0	283.0	21.0	0.0	9.0	0.0
BTNL3	75.0	3.0	1.0	0.0	0.0	62.0	6.0	0.0	2.0	1.0
VPS13C	339.0	15.0	3.0	3.0	0.0	271.0	28.0	1.0	18.0	0.0
RGS12	156.0	14.0	1.0	1.0	1.0	129.0	8.0	0.0	1.0	1.0
PAX4	67.0	1.0	0.0	0.0	0.0	59.0	4.0	0.0	2.0	1.0
LYL1	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
TRAV1-2	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
NTF3	45.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0
XYLT2	71.0	15.0	1.0	0.0	0.0	52.0	3.0	0.0	0.0	0.0
SLCO6A1	169.0	5.0	0.0	1.0	0.0	157.0	2.0	0.0	4.0	0.0
SYT16	153.0	4.0	2.0	0.0	0.0	130.0	14.0	0.0	2.0	1.0
TMEM69	11.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
DNER	137.0	0.0	1.0	0.0	0.0	117.0	13.0	0.0	6.0	0.0
EPHA7	241.0	5.0	0.0	0.0	0.0	209.0	22.0	0.0	5.0	0.0
EDN2	23.0	1.0	0.0	0.0	0.0	17.0	3.0	0.0	2.0	0.0
FOXF1	38.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	1.0	0.0
WNT5A	40.0	1.0	1.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
CA12	33.0	2.0	0.0	0.0	0.0	30.0	0.0	0.0	1.0	0.0
PMS2CL	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CLUAP1	27.0	0.0	0.0	0.0	0.0	22.0	3.0	0.0	2.0	0.0
NAB1	40.0	2.0	0.0	0.0	0.0	36.0	2.0	0.0	0.0	0.0
AGAP4	39.0	1.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
HOXD8	28.0	6.0	2.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
TRAJ40	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GLS2	41.0	2.0	0.0	0.0	0.0	31.0	8.0	0.0	0.0	0.0
UBAP1L	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
CYP4F2	111.0	3.0	1.0	0.0	0.0	101.0	4.0	0.0	2.0	0.0
TMEM41B	22.0	3.0	1.0	0.0	0.0	15.0	3.0	0.0	0.0	0.0
LTA4H	45.0	1.0	0.0	0.0	0.0	39.0	3.0	0.0	2.0	0.0
TCF19	24.0	4.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
SREK1	37.0	4.0	0.0	0.0	0.0	30.0	3.0	0.0	0.0	0.0
CCT4	37.0	1.0	1.0	1.0	0.0	31.0	2.0	0.0	1.0	0.0
PEX10	22.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	5.0	0.0
TGIF2LX	107.0	3.0	1.0	0.0	0.0	98.0	5.0	0.0	0.0	0.0
SLC35B4	22.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0
SNX21	17.0	1.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0
IFT81	57.0	3.0	0.0	0.0	0.0	50.0	2.0	0.0	1.0	1.0
AVPI1	11.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
TGDS	30.0	0.0	1.0	0.0	0.0	25.0	0.0	0.0	4.0	0.0
CYREN	13.0	2.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0
POU4F2	90.0	0.0	0.0	0.0	0.0	86.0	3.0	0.0	1.0	0.0
SKOR2	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
GJC1	42.0	0.0	0.0	0.0	0.0	39.0	2.0	0.0	1.0	0.0
COPS7A	23.0	1.0	0.0	0.0	0.0	17.0	4.0	0.0	1.0	0.0
BPGM	32.0	1.0	1.0	2.0	0.0	26.0	2.0	0.0	0.0	0.0
SOS1	152.0	5.0	0.0	0.0	0.0	139.0	6.0	0.0	2.0	0.0
TRH	34.0	1.0	0.0	0.0	0.0	31.0	2.0	0.0	0.0	0.0
PFKFB3	51.0	1.0	0.0	0.0	0.0	43.0	3.0	1.0	3.0	0.0
ARFRP1	14.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	1.0
ZDHHC8	73.0	9.0	0.0	1.0	0.0	56.0	7.0	0.0	0.0	0.0
REPS2	57.0	2.0	2.0	1.0	0.0	48.0	3.0	0.0	1.0	0.0
GLRX3	35.0	0.0	0.0	0.0	0.0	25.0	7.0	0.0	3.0	0.0
NOXO1	23.0	1.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0
FAM163A	20.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
GRIK3	204.0	1.0	3.0	0.0	0.0	184.0	10.0	0.0	6.0	0.0
MAGEL2	154.0	4.0	1.0	0.0	0.0	137.0	10.0	0.0	2.0	0.0
GABRG3	115.0	3.0	0.0	1.0	0.0	97.0	7.0	0.0	7.0	0.0
ADAMTS14	152.0	1.0	1.0	1.0	0.0	135.0	9.0	0.0	5.0	0.0
POLG2	42.0	1.0	0.0	0.0	0.0	40.0	1.0	0.0	0.0	0.0
PNPLA1	66.0	3.0	2.0	0.0	0.0	54.0	4.0	0.0	3.0	0.0
YES1	55.0	3.0	0.0	0.0	0.0	44.0	7.0	0.0	1.0	0.0
LRP4	180.0	4.0	2.0	0.0	0.0	159.0	12.0	0.0	3.0	0.0
CYBRD1	25.0	2.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0
DCP2	41.0	1.0	0.0	1.0	0.0	33.0	6.0	0.0	0.0	0.0
SIDT2	65.0	2.0	0.0	1.0	1.0	56.0	5.0	0.0	0.0	0.0
RPP38	21.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
LRG1	44.0	1.0	1.0	0.0	0.0	40.0	2.0	0.0	0.0	0.0
IQCJ-SCHIP1	48.0	2.0	0.0	0.0	0.0	40.0	4.0	0.0	2.0	0.0
DUSP21	32.0	0.0	0.0	0.0	0.0	29.0	3.0	0.0	0.0	0.0
TNP2	21.0	2.0	0.0	1.0	0.0	16.0	2.0	0.0	0.0	0.0
PIGT	45.0	2.0	3.0	0.0	0.0	38.0	2.0	0.0	0.0	0.0
ADAM15	74.0	3.0	1.0	0.0	0.0	64.0	3.0	1.0	2.0	0.0
SLC25A48	19.0	0.0	0.0	0.0	1.0	16.0	0.0	0.0	2.0	0.0
CALCR	135.0	1.0	0.0	0.0	0.0	115.0	11.0	1.0	7.0	0.0
CCDC138	52.0	1.0	1.0	0.0	0.0	43.0	5.0	0.0	2.0	0.0
LMNTD1	56.0	3.0	0.0	1.0	0.0	42.0	8.0	1.0	1.0	0.0
SV2B	104.0	1.0	3.0	0.0	0.0	94.0	5.0	0.0	1.0	0.0
RPSA	15.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	1.0	0.0
TRAM1L1	66.0	9.0	1.0	2.0	0.0	47.0	6.0	1.0	0.0	0.0
SSU72	13.0	1.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0
ABCC8	181.0	6.0	1.0	0.0	0.0	157.0	12.0	0.0	5.0	0.0
NKIRAS1	16.0	1.0	1.0	0.0	1.0	11.0	2.0	0.0	0.0	0.0
SPDEF	36.0	2.0	1.0	0.0	0.0	28.0	4.0	0.0	1.0	0.0
TMEM240	6.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
FGFR4	94.0	0.0	1.0	0.0	0.0	86.0	6.0	1.0	0.0	0.0
EPPK1	286.0	10.0	0.0	1.0	1.0	258.0	15.0	0.0	0.0	1.0
ZNF569	102.0	1.0	2.0	2.0	0.0	84.0	12.0	1.0	0.0	0.0
RASAL1	98.0	1.0	3.0	0.0	0.0	82.0	8.0	1.0	3.0	0.0
PDHA2	129.0	2.0	0.0	0.0	0.0	118.0	9.0	0.0	0.0	0.0
CEP78	63.0	2.0	0.0	1.0	0.0	52.0	4.0	0.0	4.0	0.0
PLAAT1	25.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	1.0	0.0
GBP6	79.0	1.0	0.0	2.0	0.0	68.0	7.0	0.0	1.0	0.0
CYP51A1	39.0	3.0	2.0	1.0	0.0	30.0	3.0	0.0	0.0	0.0
ATP6AP1	43.0	1.0	0.0	1.0	0.0	40.0	1.0	0.0	0.0	0.0
LRRN3	123.0	5.0	4.0	1.0	0.0	107.0	6.0	0.0	0.0	0.0
SLC25A39	34.0	1.0	0.0	0.0	0.0	30.0	2.0	0.0	1.0	0.0
RAB5A	22.0	2.0	0.0	0.0	0.0	18.0	1.0	0.0	1.0	0.0
RTL9	173.0	6.0	1.0	0.0	0.0	160.0	6.0	0.0	0.0	0.0
ITGA10	141.0	6.0	1.0	2.0	0.0	114.0	13.0	0.0	5.0	0.0
CDHR3	102.0	2.0	2.0	0.0	0.0	85.0	11.0	0.0	2.0	0.0
CAMK2G	40.0	0.0	0.0	1.0	0.0	33.0	3.0	0.0	3.0	0.0
COX16	12.0	1.0	0.0	0.0	0.0	9.0	1.0	0.0	1.0	0.0
SLC23A1	48.0	1.0	3.0	0.0	0.0	41.0	1.0	0.0	2.0	0.0
EPPIN	13.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0	2.0	0.0
TTLL8	47.0	1.0	0.0	0.0	0.0	41.0	3.0	0.0	2.0	0.0
IDI1	17.0	1.0	0.0	1.0	0.0	10.0	4.0	0.0	1.0	0.0
CRHBP	39.0	0.0	0.0	0.0	0.0	35.0	1.0	0.0	3.0	0.0
NRG2	51.0	1.0	3.0	0.0	1.0	45.0	1.0	0.0	0.0	0.0
NTSR2	36.0	1.0	0.0	1.0	0.0	32.0	2.0	0.0	0.0	0.0
DPP9	69.0	1.0	2.0	0.0	0.0	62.0	3.0	0.0	1.0	0.0
MAP3K7CL	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0
SLC16A7	59.0	3.0	0.0	0.0	0.0	46.0	4.0	0.0	6.0	0.0
SLC25A10	39.0	1.0	2.0	0.0	0.0	31.0	3.0	0.0	2.0	0.0
SH2D1B	25.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	1.0
SNHG32	5.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
STATH	7.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0
A1BG	49.0	1.0	1.0	1.0	0.0	39.0	5.0	0.0	2.0	0.0
FYCO1	100.0	1.0	0.0	1.0	0.0	84.0	11.0	0.0	3.0	0.0
ZCCHC14	82.0	9.0	0.0	0.0	0.0	67.0	3.0	0.0	3.0	0.0
HIST1H2BM	27.0	1.0	0.0	0.0	0.0	24.0	2.0	0.0	0.0	0.0
FLOT1	33.0	4.0	0.0	0.0	0.0	26.0	0.0	0.0	3.0	0.0
EGFLAM	233.0	5.0	3.0	0.0	0.0	205.0	11.0	0.0	9.0	0.0
STPG3	17.0	1.0	2.0	1.0	0.0	12.0	1.0	0.0	0.0	0.0
GPX8	11.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0
PPP4R4	131.0	1.0	0.0	0.0	0.0	110.0	15.0	0.0	5.0	0.0
TRIM71	74.0	0.0	0.0	0.0	0.0	65.0	8.0	0.0	1.0	0.0
SLC35E2B	19.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0
ARL8B	20.0	1.0	1.0	0.0	0.0	15.0	3.0	0.0	0.0	0.0
PMS2	96.0	2.0	2.0	2.0	0.0	76.0	10.0	0.0	4.0	0.0
TTC25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IKBKG	14.0	5.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
TIPRL	18.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0
NDUFB6	15.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
C18ORF54	33.0	2.0	0.0	0.0	0.0	26.0	2.0	0.0	3.0	0.0
HEY2	46.0	2.0	0.0	1.0	0.0	41.0	1.0	0.0	1.0	0.0
CCDC142	49.0	4.0	0.0	0.0	0.0	41.0	2.0	0.0	2.0	0.0
KLHL14	96.0	3.0	0.0	1.0	0.0	77.0	8.0	1.0	6.0	0.0
CDKN3	15.0	0.0	0.0	1.0	0.0	12.0	1.0	0.0	0.0	1.0
CCDC169	9.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0
MARCH8	30.0	2.0	0.0	0.0	0.0	22.0	5.0	0.0	1.0	0.0
UBE2L3	16.0	1.0	0.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0
OR51A4	88.0	4.0	0.0	0.0	0.0	77.0	7.0	0.0	0.0	0.0
KIRREL3	78.0	2.0	0.0	0.0	0.0	70.0	5.0	0.0	1.0	0.0
XPNPEP1	48.0	0.0	1.0	0.0	0.0	42.0	2.0	0.0	3.0	0.0
TRMT13	57.0	4.0	1.0	0.0	0.0	45.0	5.0	0.0	2.0	0.0
RHBDD1	35.0	3.0	0.0	0.0	0.0	25.0	6.0	0.0	1.0	0.0
SLC16A3	26.0	0.0	0.0	0.0	0.0	24.0	1.0	0.0	1.0	0.0
ZFR2	78.0	6.0	2.0	0.0	0.0	67.0	2.0	0.0	1.0	0.0
